-1;Apostol;Atanosov;Team Bulgaria;M21E SEEOC
-1;Matija;Razum;Team Croatia;M21E SEEOC
-1;Jane;Draginov;Team Macedonia;M21E SEEOC
-1;Vasilii;Fomiciov;Team Moldova;M21E SEEOC
-1;Simion;Suciu;Team Romania;M21E SEEOC
-1;Stefan;Bilić;Team Serbia;M21E SEEOC
-1;Simon;Stanonik;Team Slovenia;M21E SEEOC
-1;Kristina;Ivanova;Team Bulgaria;W21E SEEOC
-1;Meri;Chkripesko;Team Macedonia;W21E SEEOC
-1;Julua;Naghifina;Team Moldova;W21E SEEOC
-1;Annamaria;Raduly;Team Romania;W21E SEEOC
-1;Sladana;Perać;Team Serbia;W21E SEEOC
-1;Mojca;Flerin;Team Slovenia;W21E SEEOC
-1;Plamen;Georgiev;Team Bulgaria;M20 SEEOC
-1;Mario;Koteski;Team Macedonia;M20 SEEOC
-1;Constantin;Buzuc;Team Moldova;M20 SEEOC
-1;Alexandru;Biro;Team Romania;M20 SEEOC
-1;Matej;Škarabot;Team Slovenia;M20 SEEOC
-1;Simona;Ivanova;Team Bulgaria;W20 SEEOC
-1;Lucia;Turcunu;Team Moldova;W20 SEEOC
-1;Timea;Virag;Team Romania;W20 SEEOC
-1;Brina;Foški;Team Slovenia;W20 SEEOC
-1;Volentin;Neykov;Team Bulgaria;M18 SEEOC
-1;Jura;Kukec;Team Croatia;M18 SEEOC
-1;Dmitrii;Gladchin;Team Moldova;M18 SEEOC
-1;Ionut;Crisan;Team Romania;M18 SEEOC
-1;Marko;Radovanović;Team Serbia;M18 SEEOC
-1;Žan;Ravnikar;Team Slovenia;M18 SEEOC
-1;Mariya;Dermendzhieva;Team Bulgaria;W18 SEEOC
-1;Marija;Serafimovska;Team Macedonia;W18 SEEOC
-1;Anastasia;Corostiliova;Team Moldova;W18 SEEOC
-1;Reka;Raduly;Team Romania;W18 SEEOC
-1;Lenka;Cirić;Team Serbia;W18 SEEOC
-1;Zala;Zavrl;Team Slovenia;W18 SEEOC
-1;Niya;Georgleva;Team Bulgaria;W16 SEEOC
-1;Paula;Pavlin;Team Croatia;W16 SEEOC
-1;Nicoletta;Parascheva;Team Moldova;W16 SEEOC
-1;Daria;Galateanu;Team Romania;W16 SEEOC
-1;Mia;Krtinić;Team Serbia;W16 SEEOC
-1;Katja;Babič;Team Slovenia;W16 SEEOC
-1;Nikolay;Nedkov;Team Bulgaria;M16 SEEOC
-1;Vladimir;Iordatii;Team Moldova;M16 SEEOC
-1;Adrian;Iacob;Team Romania;M16 SEEOC
-1;Domen;Kavčič;Team Slovenia;M16 SEEOC
-1;Nikola;Kostić;Team Serbia;M16 SEEOC
